record_id,product_id,store_id,supplier_id,transaction_date,expiration_date,units_sold,units_wasted,revenue,waste_cost,profit,base_price,cost_price,selling_price
80617,PRO_LET_407,STORE_018,SUPPLIER_05,2024-01-19,2024-01-21,100,43,71,64.07,-142.07,2.21,1.49,0.71
80618,MEA_GRO_131,STORE_046,SUPPLIER_10,2024-12-22,2024-12-25,31,0,228.78,0,-26.04,12.3,8.22,7.38
80619,FRO_ICE_893,STORE_046,SUPPLIER_11,2024-01-05,2024-03-13,0,91,0,615.16,-615.16,13.35,6.76,13.35
80620,FRO_FRO_283,STORE_008,SUPPLIER_15,2023-03-17,2023-08-27,199,185,2676.55,1063.75,468.55,13.45,5.75,13.45
80621,MEA_GRO_694,STORE_003,SUPPLIER_16,2024-12-31,2025-01-03,345,149,7755.6,2305.03,113.42,22.48,15.47,22.48
80622,SEA_SHR_161,STORE_043,SUPPLIER_13,2024-10-23,2024-10-29,31,14,1022.38,290.64,88.18,43.4,20.76,32.98
80623,MEA_POR_436,STORE_030,SUPPLIER_09,2024-11-04,2024-11-09,153,0,2045.61,0,824.67,17.36,7.98,13.37
80624,BAK_BRE_988,STORE_015,SUPPLIER_01,2024-06-10,2024-06-14,86,37,1204.86,347.43,49.89,14.01,9.39,14.01
80625,BEV_KOM_758,STORE_040,SUPPLIER_14,2023-02-08,2023-02-20,149,91,721.16,219.31,142.76,4.84,2.41,4.84
80626,DAI_YOG_362,STORE_019,SUPPLIER_17,2024-12-27,2025-01-18,207,90,710.01,166.5,160.56,3.43,1.85,3.43
80627,PRO_LET_980,STORE_005,SUPPLIER_19,2024-05-29,2024-06-04,99,43,134.64,36.98,12.52,1.81,0.86,1.36
80628,BEV_FRE_638,STORE_016,SUPPLIER_04,2024-05-18,2024-06-09,257,0,1423.78,0,496.01,5.54,3.61,5.54
80629,FRO_FRO_580,STORE_005,SUPPLIER_11,2023-07-16,2024-02-14,94,0,1771.9,0,733.2,18.85,11.05,18.85
80630,MEA_POR_625,STORE_017,SUPPLIER_19,2023-08-24,2023-08-30,206,9,4328.06,118.26,1502.96,21.01,13.14,21.01
80631,PHA_ANT_546,STORE_049,SUPPLIER_18,2024-08-11,2026-02-27,123,54,12063.84,2658.96,3348.36,98.08,49.24,98.08
80632,BAK_DON_549,STORE_008,SUPPLIER_06,2023-06-02,2023-06-04,134,58,447.56,300.44,-547,8.34,5.18,3.34
80633,MEA_POR_128,STORE_047,SUPPLIER_19,2024-01-23,2024-01-26,303,187,3726.9,964.92,1198.5,12.3,5.16,12.3
80634,BEV_SMO_783,STORE_015,SUPPLIER_19,2023-05-22,2023-06-09,314,0,1579.42,0,832.1,5.03,2.38,5.03
80635,BEV_SMO_398,STORE_033,SUPPLIER_06,2023-11-28,2023-12-12,198,283,891,673.54,-253.78,4.5,2.38,4.5
80636,MEA_BEE_508,STORE_006,SUPPLIER_13,2023-10-19,2023-10-23,271,0,4894.26,0,1883.45,21.25,11.11,18.06
80637,BAK_DON_272,STORE_047,SUPPLIER_17,2023-11-11,2023-11-15,465,0,2664.45,0,1204.35,5.73,3.14,5.73
80638,SEA_COD_562,STORE_019,SUPPLIER_02,2024-10-04,2024-10-10,3,12,31.32,76.68,-64.53,10.44,6.39,10.44
80639,REA_SUS_473,STORE_032,SUPPLIER_15,2024-09-08,2024-09-11,290,15,2250.4,143.55,-668.45,15.21,9.57,7.76
80640,FRO_FRO_782,STORE_025,SUPPLIER_10,2024-10-22,2025-02-16,240,123,1884,739.23,-297.63,9.46,6.01,7.85
80641,DEL_TUR_338,STORE_015,SUPPLIER_08,2024-07-24,2024-07-31,168,73,2876.16,508.81,1196.39,17.12,6.97,17.12
80642,DEL_PRE_232,STORE_001,SUPPLIER_11,2023-09-07,2023-09-12,96,35,664.32,131.95,170.45,8.44,3.77,6.92
80643,SEA_COD_243,STORE_006,SUPPLIER_15,2024-11-16,2024-11-19,155,74,1565.5,726.68,-683.28,17.72,9.82,10.1
80644,BEV_SMO_255,STORE_028,SUPPLIER_14,2024-12-22,2025-01-01,249,107,1827.66,331.7,724.06,7.34,3.1,7.34
80645,BAK_DON_153,STORE_041,SUPPLIER_17,2024-12-24,2024-12-29,126,0,1072.26,0,318.78,11.99,5.98,8.51
80646,REA_FRE_555,STORE_023,SUPPLIER_02,2023-01-17,2023-01-21,292,126,1489.2,367.92,268.64,7.09,2.92,5.1
80647,DAI_MIL_182,STORE_041,SUPPLIER_07,2023-10-29,2023-11-18,312,0,1282.32,0,614.64,4.11,2.14,4.11
80648,FRO_FRO_220,STORE_025,SUPPLIER_06,2024-05-01,2024-10-31,392,28,1442.56,94.36,27.16,4.84,3.37,3.68
80649,SEA_COD_949,STORE_006,SUPPLIER_15,2024-12-11,2024-12-16,52,47,1609.92,1258.19,-1040.31,41.28,26.77,30.96
80650,FRO_PIZ_357,STORE_020,SUPPLIER_06,2023-01-08,2023-03-10,54,89,856.98,580.28,-75.38,15.87,6.52,15.87
80651,PRO_TOM_546,STORE_030,SUPPLIER_04,2024-09-16,2024-09-22,340,0,523.6,0,91.8,1.98,1.27,1.54
80652,PHA_INS_123,STORE_016,SUPPLIER_01,2023-01-03,2024-02-21,376,87,130524.64,14974.44,50833.08,347.14,172.12,347.14
80653,BAK_CRO_158,STORE_019,SUPPLIER_15,2024-08-24,2024-08-29,405,0,1061.1,0,623.7,2.62,1.08,2.62
80654,FRO_PIZ_574,STORE_041,SUPPLIER_09,2023-01-01,2023-03-03,112,48,846.72,257.76,-12.48,9.33,5.37,7.56
80655,SEA_TUN_440,STORE_003,SUPPLIER_05,2024-11-23,2024-11-26,149,0,1595.79,0,-378.46,30.59,13.25,10.71
80656,PRO_APP_517,STORE_006,SUPPLIER_01,2024-08-21,2024-09-06,496,0,2961.12,0,1036.64,5.97,3.88,5.97
80657,MEA_BEE_619,STORE_007,SUPPLIER_12,2024-07-29,2024-08-03,80,0,1227.2,0,497.6,15.34,9.12,15.34
80658,REA_SAN_531,STORE_033,SUPPLIER_10,2023-07-25,2023-07-29,380,0,4966.6,0,1896.2,16.54,8.08,13.07
80659,DAI_BUT_279,STORE_035,SUPPLIER_20,2023-08-09,2023-08-25,386,0,949.56,0,555.84,2.46,1.02,2.46
80660,REA_WRA_937,STORE_048,SUPPLIER_05,2023-12-08,2023-12-11,323,139,1960.61,1027.21,-1453.57,14.45,7.39,6.07
80661,REA_SUS_415,STORE_033,SUPPLIER_15,2024-04-26,2024-04-29,13,4,90.74,19.56,7.61,7.84,4.89,6.98
80662,PHA_ANT_125,STORE_032,SUPPLIER_01,2024-09-21,2026-04-17,494,0,195144.82,0,104915.72,395.03,182.65,395.03
80663,PHA_VAC_344,STORE_001,SUPPLIER_13,2023-07-30,2023-12-29,418,0,153539.76,0,29753.24,442.56,296.14,367.32
80664,FRO_FRO_279,STORE_008,SUPPLIER_01,2023-09-25,2023-12-06,346,149,6044.62,1680.72,461.02,17.47,11.28,17.47
80665,MEA_BEE_260,STORE_032,SUPPLIER_17,2023-06-22,2023-06-27,217,0,3096.59,0,1078.49,18.53,9.3,14.27
80666,DEL_HAM_811,STORE_035,SUPPLIER_18,2023-02-28,2023-03-02,40,0,475.6,0,252.8,11.89,5.57,11.89
80667,PHA_ANT_943,STORE_028,SUPPLIER_20,2023-10-26,2025-03-10,285,123,38916.75,9685.02,6790.83,136.55,78.74,136.55
80668,FRO_ICE_334,STORE_009,SUPPLIER_09,2024-07-31,2025-05-15,234,0,1623.96,0,173.16,9.13,6.2,6.94
80669,BAK_CAK_504,STORE_028,SUPPLIER_12,2024-04-19,2024-04-24,310,7,685.1,8.05,320.55,2.21,1.15,2.21
80670,FRO_ICE_539,STORE_036,SUPPLIER_11,2023-12-03,2024-02-27,169,0,1210.04,0,687.83,7.16,3.09,7.16
80671,REA_WRA_917,STORE_040,SUPPLIER_16,2023-10-15,2023-10-17,144,0,443.52,0,97.92,5.13,2.4,3.08
80672,DAI_CRE_608,STORE_004,SUPPLIER_06,2024-12-08,2024-12-30,188,81,2013.48,507.06,329.54,10.71,6.26,10.71
80673,BAK_DON_625,STORE_037,SUPPLIER_03,2023-09-19,2023-09-24,136,0,1026.8,0,476,7.55,4.05,7.55
80674,DEL_HAM_265,STORE_048,SUPPLIER_18,2024-10-30,2024-11-07,8,19,100.72,159.79,-126.35,12.59,8.41,12.59
80675,BEV_KOM_898,STORE_048,SUPPLIER_16,2024-06-13,2024-07-06,371,0,875.56,0,430.36,2.36,1.2,2.36
80676,BEV_KOM_305,STORE_007,SUPPLIER_02,2024-06-09,2024-06-22,124,54,602.64,177.12,18.8,4.86,3.28,4.86
80677,PRO_AVO_950,STORE_003,SUPPLIER_10,2024-12-04,2024-12-14,380,0,2295.2,0,1098.2,6.04,3.15,6.04
80678,PHA_ANT_413,STORE_034,SUPPLIER_14,2023-01-08,2023-12-07,324,139,119261.16,21158.58,48783.3,368.09,152.22,368.09
80679,PRO_GRA_408,STORE_048,SUPPLIER_09,2023-01-06,2023-01-23,390,0,647.4,0,269.1,1.66,0.97,1.66
80680,SEA_TUN_487,STORE_020,SUPPLIER_10,2024-04-06,2024-04-10,103,45,988.8,251.55,161.48,9.6,5.59,9.6
80681,BAK_CRO_411,STORE_002,SUPPLIER_07,2023-06-14,2023-06-18,226,134,578.56,238.52,-62.24,4,1.78,2.56
80682,FRO_FRO_618,STORE_021,SUPPLIER_20,2024-07-14,2024-09-25,239,0,2930.14,0,1204.56,12.26,7.22,12.26
80683,REA_SAN_516,STORE_009,SUPPLIER_15,2023-04-14,2023-04-15,450,0,1530,0,-265.5,8.3,3.99,3.4
80684,FRO_FRO_489,STORE_049,SUPPLIER_13,2024-10-20,2025-04-27,86,0,677.68,0,228.76,9.98,5.22,7.88
80685,PRO_LET_370,STORE_041,SUPPLIER_10,2024-03-23,2024-04-08,234,0,1104.48,0,615.42,4.72,2.09,4.72
80686,DAI_YOG_536,STORE_029,SUPPLIER_11,2024-06-05,2024-06-09,42,0,99.96,0,47.46,2.87,1.25,2.38
80687,BAK_BAG_290,STORE_045,SUPPLIER_02,2024-02-18,2024-02-21,110,13,891,83.98,96.42,13.5,6.46,8.1
80688,PHA_PRO_363,STORE_048,SUPPLIER_13,2024-03-27,2025-02-05,135,59,4838.4,1401.25,230.9,35.84,23.75,35.84
80689,SEA_TIL_218,STORE_050,SUPPLIER_12,2024-09-14,2024-09-18,157,0,5411.79,0,2694.12,34.47,17.31,34.47
80690,MEA_CHI_654,STORE_006,SUPPLIER_03,2024-04-03,2024-04-07,143,177,537.68,456.66,-287.92,6.07,2.58,3.76
80691,BAK_DON_287,STORE_037,SUPPLIER_08,2023-12-25,2023-12-29,211,64,1314.53,174.72,563.78,6.23,2.73,6.23
80692,REA_SAN_481,STORE_024,SUPPLIER_06,2024-01-13,2024-01-13,189,82,946.89,581.38,-974.5,15.18,7.09,5.01
80693,SEA_TIL_528,STORE_047,SUPPLIER_05,2023-03-20,2023-03-26,240,104,4900.8,1251.12,762.48,20.42,12.03,20.42
80694,FRO_ICE_488,STORE_023,SUPPLIER_11,2024-11-21,2025-08-31,42,0,385.98,0,228.48,9.19,3.75,9.19
80695,DAI_MIL_545,STORE_038,SUPPLIER_15,2023-08-25,2023-09-03,198,0,2049.3,0,811.8,10.35,6.25,10.35
80696,REA_FRE_107,STORE_040,SUPPLIER_20,2024-08-30,2024-09-02,343,22,3364.83,227.7,-412.92,16.63,10.35,9.81
80697,BEV_FRE_939,STORE_012,SUPPLIER_08,2023-12-17,2023-12-25,330,17,3151.5,80.41,1510.19,9.55,4.73,9.55
80698,SEA_SAL_440,STORE_022,SUPPLIER_11,2024-04-07,2024-04-12,422,0,16432.68,0,5232.8,38.94,26.54,38.94
80699,DEL_SAL_966,STORE_045,SUPPLIER_13,2023-06-04,2023-06-16,345,0,2977.35,0,928.05,8.63,5.94,8.63
80700,SEA_SHR_731,STORE_019,SUPPLIER_08,2024-10-09,2024-10-14,164,0,4972.48,0,2051.64,40.43,17.81,30.32
80701,MEA_CHI_860,STORE_013,SUPPLIER_04,2023-09-17,2023-09-23,6,10,73.92,55.8,-15.36,12.32,5.58,12.32
80702,FRO_ICE_123,STORE_039,SUPPLIER_14,2024-02-13,2024-09-06,0,237,0,1547.61,-1547.61,10.25,6.53,10.25
80703,BEV_KOM_466,STORE_038,SUPPLIER_08,2024-08-26,2024-09-08,148,0,762.2,0,236.8,5.15,3.55,5.15
80704,MEA_TUR_664,STORE_044,SUPPLIER_12,2024-08-10,2024-08-14,253,0,5333.24,0,1707.75,21.08,14.33,21.08
80705,BEV_FRE_331,STORE_009,SUPPLIER_12,2023-05-30,2023-06-27,268,94,1586.56,354.38,221.82,5.92,3.77,5.92
80706,REA_SAN_589,STORE_016,SUPPLIER_03,2024-07-27,2024-07-30,221,96,1122.68,443.52,-341.86,7.7,4.62,5.08
80707,PHA_BIO_234,STORE_009,SUPPLIER_17,2024-03-10,2025-04-21,384,0,146926.08,0,49597.44,382.62,253.46,382.62
80708,BAK_BRE_664,STORE_003,SUPPLIER_19,2024-12-29,2025-01-02,480,0,2366.4,0,1051.2,4.93,2.74,4.93
80709,REA_SAL_352,STORE_020,SUPPLIER_13,2023-02-01,2023-02-06,29,24,341.04,158.88,-9.82,15.68,6.62,11.76
80710,DAI_COT_331,STORE_031,SUPPLIER_12,2023-08-10,2023-09-05,235,0,2444,0,885.95,10.4,6.63,10.4
80711,DAI_CRE_414,STORE_012,SUPPLIER_13,2023-07-28,2023-08-24,239,0,504.29,0,188.81,2.11,1.32,2.11
80712,REA_SAL_369,STORE_031,SUPPLIER_08,2024-09-01,2024-09-04,312,127,1301.04,645.16,-929.08,7.32,5.08,4.17
80713,MEA_CHI_948,STORE_014,SUPPLIER_02,2024-06-12,2024-06-16,228,22,1313.28,67.98,540.78,5.76,3.09,5.76
80714,SEA_SHR_968,STORE_024,SUPPLIER_09,2023-08-29,2023-09-01,178,77,7137.8,1544.62,2022.5,40.1,20.06,40.1
80715,PHA_INS_849,STORE_041,SUPPLIER_16,2023-11-02,2025-03-14,280,0,80852.8,0,16133.6,370.21,231.14,288.76
80716,PHA_EYE_869,STORE_015,SUPPLIER_12,2023-02-14,2024-01-12,259,112,39691.75,12219.2,-784.35,196.47,109.1,153.25
80717,BAK_CAK_385,STORE_044,SUPPLIER_11,2023-07-13,2023-07-19,59,26,251.93,50.96,85.33,4.27,1.96,4.27
80718,REA_SUS_451,STORE_041,SUPPLIER_18,2024-02-22,2024-02-23,235,0,1012.85,0,-502.9,10.02,6.45,4.31
80719,REA_FRE_393,STORE_046,SUPPLIER_04,2024-09-28,2024-10-02,30,0,268.8,0,100.8,8.96,5.6,8.96
80720,DAI_BUT_189,STORE_023,SUPPLIER_07,2023-12-24,2024-01-07,486,0,2464.02,0,1083.78,5.07,2.84,5.07
80721,PHA_VAC_633,STORE_007,SUPPLIER_01,2024-03-30,2024-08-27,93,0,27460.11,0,13914.66,295.27,145.65,295.27
80722,PHA_EYE_893,STORE_042,SUPPLIER_17,2023-04-13,2024-05-21,79,35,10975.47,2794.05,1874.85,138.93,79.83,138.93
80723,BEV_FRE_616,STORE_004,SUPPLIER_05,2024-11-27,2024-12-14,141,50,548.49,130.5,49.98,3.89,2.61,3.89
80724,BAK_MUF_923,STORE_033,SUPPLIER_20,2023-09-12,2023-09-14,164,67,1284.12,278.72,323.16,7.83,4.16,7.83
80725,PRO_AVO_112,STORE_015,SUPPLIER_03,2024-08-01,2024-08-13,182,78,1372.28,265.98,485.68,7.54,3.41,7.54
80726,SEA_LOB_764,STORE_029,SUPPLIER_14,2023-11-09,2023-11-12,93,59,2471.01,754.02,528.45,26.57,12.78,26.57
80727,REA_SUS_227,STORE_033,SUPPLIER_05,2023-03-26,2023-03-30,404,0,5340.88,0,2104.84,13.22,8.01,13.22
80728,PRO_TOM_222,STORE_018,SUPPLIER_02,2024-10-31,2024-11-03,133,41,67.83,43.87,-118.35,1.58,1.07,0.51
80729,MEA_BEE_213,STORE_045,SUPPLIER_01,2023-06-20,2023-06-29,6,30,78.84,259.2,-232.2,13.14,8.64,13.14
80730,DAI_YOG_928,STORE_007,SUPPLIER_17,2024-09-02,2024-09-10,43,19,172,52.06,2.12,4,2.74,4
80731,PHA_BIO_239,STORE_003,SUPPLIER_14,2023-06-30,2024-03-12,0,186,0,28463.58,-28463.58,253.57,153.03,253.57
80732,BEV_COL_491,STORE_041,SUPPLIER_07,2023-11-20,2023-12-05,35,31,150.5,80.6,-21.1,4.3,2.6,4.3
80733,SEA_LOB_579,STORE_028,SUPPLIER_11,2023-05-29,2023-05-31,270,0,2853.9,0,-2308.5,42.27,19.12,10.57
80734,REA_WRA_227,STORE_031,SUPPLIER_01,2024-10-06,2024-10-06,383,0,827.28,0,-448.11,5.69,3.33,2.16
80735,REA_FRE_116,STORE_034,SUPPLIER_17,2023-07-01,2023-07-03,71,0,325.18,0,-473.57,16.36,11.25,4.58
80736,SEA_TUN_821,STORE_028,SUPPLIER_02,2023-12-15,2023-12-17,396,0,3536.28,0,-2863.08,27.9,16.16,8.93
80737,DEL_PRE_621,STORE_046,SUPPLIER_17,2024-08-07,2024-08-11,244,0,3750.28,0,2071.56,15.37,6.88,15.37
80738,MEA_TUR_527,STORE_028,SUPPLIER_03,2024-06-13,2024-06-18,204,65,2250.12,370.5,716.82,11.03,5.7,11.03
80739,REA_SAN_971,STORE_029,SUPPLIER_13,2023-05-06,2023-05-09,191,83,1629.23,795.14,-995.69,14.21,9.58,8.53
80740,REA_SAN_889,STORE_033,SUPPLIER_01,2024-06-13,2024-06-15,280,120,870.8,574.8,-1045.2,9.71,4.79,3.11
80741,DEL_HUM_477,STORE_005,SUPPLIER_05,2024-12-10,2024-12-16,271,46,2555.53,230.92,964.19,9.43,5.02,9.43
80742,MEA_BEE_237,STORE_021,SUPPLIER_20,2023-06-07,2023-06-16,163,47,1700.09,250.98,578.69,10.43,5.34,10.43
80743,BEV_COL_971,STORE_020,SUPPLIER_13,2023-03-24,2023-04-19,182,79,400.4,110.6,35,2.2,1.4,2.2
80744,PHA_PRO_341,STORE_021,SUPPLIER_03,2024-11-21,2025-12-31,0,114,0,34298.04,-34298.04,437.08,300.86,437.08
80745,REA_SAN_653,STORE_001,SUPPLIER_19,2023-07-21,2023-07-24,296,164,3087.28,1920.44,-2299.32,17.67,11.71,10.43
80746,DAI_MIL_787,STORE_030,SUPPLIER_11,2024-09-26,2024-10-14,47,21,140.06,36.96,20.38,3.73,1.76,2.98
80747,SEA_SAL_379,STORE_001,SUPPLIER_12,2023-04-02,2023-04-07,479,0,9455.46,0,1686.08,23.22,16.22,19.74
80748,BEV_SMO_584,STORE_002,SUPPLIER_15,2023-10-21,2023-10-27,304,110,1647.68,426.8,41.36,6.61,3.88,5.42
80749,SEA_LOB_484,STORE_046,SUPPLIER_04,2023-04-15,2023-04-19,217,214,3689,2388.24,-1120.96,26.98,11.16,17
80750,REA_FRE_774,STORE_004,SUPPLIER_01,2023-12-21,2023-12-21,111,48,653.79,264.96,-223.89,10.71,5.52,5.89
80751,DAI_CHE_287,STORE_012,SUPPLIER_19,2023-08-29,2023-09-12,339,0,833.94,0,488.16,2.46,1.02,2.46
80752,MEA_GRO_513,STORE_007,SUPPLIER_16,2023-02-04,2023-02-10,110,48,1701.7,351.36,545.14,15.47,7.32,15.47
80753,DEL_HAM_540,STORE_037,SUPPLIER_16,2023-10-13,2023-10-23,292,57,3541.96,287.28,1783,12.13,5.04,12.13
80754,BEV_FRE_414,STORE_025,SUPPLIER_07,2023-09-17,2023-09-28,185,141,370,169.2,-21.2,2,1.2,2
80755,BEV_COL_473,STORE_009,SUPPLIER_02,2023-11-14,2023-12-06,268,0,2513.84,0,884.4,9.38,6.08,9.38
80756,DAI_CRE_183,STORE_003,SUPPLIER_11,2024-02-23,2024-03-13,56,0,344.4,0,128.8,6.15,3.85,6.15
80757,PHA_EYE_637,STORE_016,SUPPLIER_07,2024-09-17,2025-05-19,192,286,24687.36,21415.68,-11105.28,128.58,74.88,128.58
80758,FRO_FRO_656,STORE_016,SUPPLIER_06,2023-12-15,2024-08-01,151,66,605.51,147.84,119.43,4.83,2.24,4.01
80759,PRO_GRA_834,STORE_025,SUPPLIER_04,2024-05-09,2024-05-15,198,86,334.62,61.92,130.14,1.69,0.72,1.69
80760,SEA_SHR_664,STORE_005,SUPPLIER_06,2024-08-04,2024-08-05,177,0,2373.57,0,-182.31,32.71,14.44,13.41
80761,SEA_COD_485,STORE_048,SUPPLIER_12,2024-02-25,2024-02-28,342,140,9835.92,2839.2,60.96,44.94,20.28,28.76
80762,PHA_PRO_552,STORE_028,SUPPLIER_18,2024-04-23,2025-07-16,199,0,24397.4,0,13965.82,122.6,52.42,122.6
80763,MEA_CHI_513,STORE_039,SUPPLIER_12,2024-12-10,2024-12-17,364,0,5339.88,0,2278.64,14.67,8.41,14.67
80764,BAK_MUF_169,STORE_048,SUPPLIER_07,2023-06-08,2023-06-14,228,269,2571.84,1640.9,-459.86,11.28,6.1,11.28
80765,MEA_BEE_622,STORE_004,SUPPLIER_16,2024-01-05,2024-01-11,288,124,2782.08,730.36,355.4,12.71,5.89,9.66
80766,MEA_SAU_419,STORE_023,SUPPLIER_14,2023-10-07,2023-10-11,220,92,2690.6,720.36,247.64,16.98,7.83,12.23
80767,BEV_SMO_420,STORE_001,SUPPLIER_18,2023-02-18,2023-03-08,346,0,1415.14,0,674.7,5.05,2.14,4.09
80768,DAI_SOU_286,STORE_026,SUPPLIER_19,2024-07-13,2024-07-30,30,0,197.7,0,66.9,8.24,4.36,6.59
80769,SEA_TIL_858,STORE_017,SUPPLIER_08,2024-10-16,2024-10-18,255,0,8517,0,3883.65,43.95,18.17,33.4
80770,DAI_BUT_696,STORE_006,SUPPLIER_05,2024-05-29,2024-06-16,462,0,933.24,0,374.22,2.02,1.21,2.02
80771,SEA_SHR_841,STORE_015,SUPPLIER_18,2024-05-23,2024-05-28,97,25,3046.77,493.75,637.27,41.88,19.75,31.41
80772,BAK_DON_946,STORE_013,SUPPLIER_13,2023-05-14,2023-05-19,411,0,3867.51,0,2293.38,9.41,3.83,9.41
80773,BEV_FRE_935,STORE_008,SUPPLIER_13,2023-06-23,2023-07-10,194,0,1881.8,0,774.06,9.7,5.71,9.7
80774,DEL_HUM_680,STORE_025,SUPPLIER_12,2023-02-28,2023-03-02,304,0,1672,0,-674.88,16.17,7.72,5.5
80775,PHA_PRO_823,STORE_038,SUPPLIER_01,2023-09-26,2024-01-16,107,46,7993.97,1908.08,1647.53,74.71,41.48,74.71
80776,PRO_AVO_750,STORE_035,SUPPLIER_16,2023-07-23,2023-08-10,461,0,2217.41,0,728.38,4.81,3.23,4.81
80777,SEA_CRA_584,STORE_025,SUPPLIER_13,2023-02-28,2023-03-02,476,0,10300.64,0,390.32,41.61,20.82,21.64
80778,BAK_CAK_690,STORE_015,SUPPLIER_18,2024-11-22,2024-11-27,144,63,587.52,132.3,152.82,4.08,2.1,4.08
80779,BEV_COL_366,STORE_001,SUPPLIER_06,2023-12-31,2024-01-17,39,65,121.29,107.25,-50.31,3.11,1.65,3.11
80780,BAK_CRO_392,STORE_022,SUPPLIER_14,2023-02-25,2023-03-03,117,0,1016.73,0,561.6,8.69,3.89,8.69
80781,DAI_MIL_849,STORE_032,SUPPLIER_03,2023-03-19,2023-04-07,295,0,1442.55,0,421.85,6.44,3.46,4.89
80782,BAK_CAK_261,STORE_003,SUPPLIER_19,2024-04-11,2024-04-17,201,0,1537.65,0,631.14,9.45,4.51,7.65
80783,BAK_CAK_129,STORE_003,SUPPLIER_20,2024-09-21,2024-09-22,158,0,172.22,0,-118.5,4.35,1.84,1.09
80784,MEA_BEE_283,STORE_003,SUPPLIER_06,2024-05-02,2024-05-09,210,0,3177.3,0,1881.6,15.13,6.17,15.13
80785,PHA_VAC_296,STORE_030,SUPPLIER_05,2023-09-22,2024-06-05,125,0,61521.25,0,30822.5,492.17,245.59,492.17
80786,FRO_ICE_374,STORE_046,SUPPLIER_07,2024-12-26,2025-03-10,251,3,4992.39,41.76,1456.71,19.89,13.92,19.89
80787,FRO_FRO_420,STORE_047,SUPPLIER_18,2024-03-02,2025-01-12,0,56,0,362.32,-362.32,9.58,6.47,9.58
80788,BEV_KOM_947,STORE_045,SUPPLIER_19,2024-08-13,2024-08-28,484,0,2783,0,1064.8,5.75,3.55,5.75
80789,BEV_COL_948,STORE_039,SUPPLIER_13,2024-09-11,2024-10-07,371,117,2852.99,628.29,232.43,7.69,5.37,7.69
80790,BEV_MIL_896,STORE_006,SUPPLIER_04,2023-01-22,2023-01-29,499,0,4066.85,0,1721.55,8.15,4.7,8.15
80791,MEA_GRO_807,STORE_007,SUPPLIER_15,2023-10-07,2023-10-14,109,95,1629.55,572.85,399.43,14.95,6.03,14.95
80792,DEL_PRE_259,STORE_015,SUPPLIER_16,2024-05-26,2024-06-08,320,0,5228.8,0,1606.4,16.34,11.32,16.34
80793,FRO_ICE_181,STORE_003,SUPPLIER_14,2024-08-16,2025-03-01,0,124,0,478.64,-478.64,7.63,3.86,7.63
80794,PRO_APP_744,STORE_033,SUPPLIER_12,2023-07-29,2023-08-10,230,0,701.5,0,140.3,3.59,2.44,3.05
80795,PRO_LET_424,STORE_010,SUPPLIER_05,2024-04-13,2024-05-01,212,91,758.96,179.27,162.05,3.58,1.97,3.58
80796,MEA_CHI_395,STORE_025,SUPPLIER_14,2023-12-08,2023-12-12,365,0,2952.85,0,938.05,9.87,5.52,8.09
80797,PHA_INS_643,STORE_030,SUPPLIER_04,2024-08-02,2025-09-13,335,0,49044,0,25068.05,146.4,71.57,146.4
80798,DAI_SOU_450,STORE_012,SUPPLIER_20,2024-08-29,2024-09-22,365,0,2474.7,0,970.9,6.78,4.12,6.78
80799,DAI_YOG_150,STORE_019,SUPPLIER_01,2024-07-21,2024-07-30,295,0,1601.85,0,696.2,5.43,3.07,5.43
80800,BEV_KOM_787,STORE_032,SUPPLIER_12,2023-04-26,2023-05-15,265,121,1685.4,511.83,52.62,6.36,4.23,6.36
80801,PRO_TOM_505,STORE_043,SUPPLIER_05,2024-08-09,2024-08-24,485,0,1537.45,0,620.8,3.17,1.89,3.17
80802,FRO_FRO_528,STORE_050,SUPPLIER_07,2024-03-25,2024-10-12,0,391,0,5305.87,-5305.87,19.68,13.57,15.55
80803,REA_FRE_910,STORE_043,SUPPLIER_10,2024-08-21,2024-08-25,242,0,4070.44,0,1773.86,16.82,9.49,16.82
80804,BAK_CRO_662,STORE_045,SUPPLIER_19,2023-04-22,2023-04-24,195,0,1386.45,0,-286.65,14.81,8.58,7.11
80805,MEA_GRO_871,STORE_006,SUPPLIER_01,2024-09-28,2024-10-03,434,0,7924.84,0,3554.46,18.26,10.07,18.26
80806,DAI_CHE_485,STORE_010,SUPPLIER_10,2023-12-04,2023-12-18,178,77,879.32,236.39,96.47,4.94,3.07,4.94
80807,DEL_HAM_356,STORE_042,SUPPLIER_01,2023-10-19,2023-10-28,137,59,1443.98,395.3,130.78,10.54,6.7,10.54
80808,DEL_SAL_541,STORE_044,SUPPLIER_08,2024-05-08,2024-05-14,144,0,1500.48,0,652.32,10.42,5.89,10.42
80809,FRO_ICE_349,STORE_019,SUPPLIER_20,2023-12-19,2024-02-13,484,10,2090.88,24.1,900.34,4.32,2.41,4.32
80810,PHA_ANT_485,STORE_002,SUPPLIER_06,2024-02-22,2024-04-30,111,0,50471.7,0,25723.14,454.7,222.96,454.7
80811,PRO_BER_961,STORE_020,SUPPLIER_07,2023-12-13,2023-12-27,308,2,560.56,3.2,64.56,2.36,1.6,1.82
80812,BEV_SMO_609,STORE_010,SUPPLIER_06,2023-12-17,2024-01-03,106,3,448.38,5.43,251.09,4.23,1.81,4.23
